video_title,video_views,video_dislikes,video_likes,video_rating,video_length,video_category,video_author,video_publish_date
#15 Django tutorials | ORM | Object Relational Mapper | Theory,63636,13.0,1383,63636.0,0:04:41,Science & Technology,Telusko,20190523
#16 Django tutorials | Postgres and PgAdmin Setup,81449,25.0,844,81449.0,0:05:06,Science & Technology,Telusko,20190522
#17 Django tutorials | Models and Migrations,96022,22.0,1034,96022.0,00:012:13,Science & Technology,Telusko,20190524
#18 Django tutorials | Re-Migration,47759,4.0,505,47759.0,0:02:57,Science & Technology,Telusko,20190524
#19 Django tutorials | Admin Panel,64765,10.0,837,64765.0,0:06:26,Science & Technology,Telusko,20190525
#20 Django tutorials | Add and Fetch data from Database,92738,26.0,965,92738.0,0:09:13,Science & Technology,Telusko,20190525
#21 Django tutorials | User Registration - 1,114085,41.0,1106,114085.0,00:013:45,Science & Technology,Telusko,20190531
#22 Django tutorials | User Registration - 2,76337,10.0,789,76337.0,00:010:20,Science & Technology,Telusko,20190531
#23 Django tutorials | Passing Messages,53372,14.0,587,53372.0,0:06:45,Science & Technology,Telusko,20190601
#24 Django tutorials | User login,82511,22.0,900,82511.0,0:08:13,Science & Technology,Telusko,20190602
#25 Django Tutorials | User Logout,69755,15.0,1288,69755.0,0:05:26,Science & Technology,Telusko,20190603
Nito - Calm,189675,24.0,7550,189675.0,0:02:10,People & Blogs,Ichika Nito,20190612
Nito - Journey,325909,41.0,12061,325909.0,00:011:47,Music,Ichika Nito,20190623
Ichika Nito - i miss you,1546575,224.0,82741,1546575.0,0:01:57,Music,Ichika Nito,20190707
Nito - feelings fade,163084,25.0,6460,163084.0,0:02:32,Music,Ichika Nito,20190714
Nito - shinobi,486831,124.0,28391,486831.0,0:01:29,Music,Ichika Nito,20191111
Ichika Nito - N I T O (Full EP),464366,57.0,22327,464366.0,0:09:30,Music,Ichika Nito,20200416
Qualm,104585,26.0,7519,104585.0,0:02:16,Music,Ichika Nito,20200506
Ichika Nito - Homesick,816160,159.0,50695,816160.0,0:02:25,Music,Ichika Nito,20200415
Ichika Nito - Orb (Official Music Video),774311,116.0,41294,774311.0,0:03:14,Music,Ichika Nito,20200323
Ichika Nito - Ethereal Feel (Official Music Video),293445,77.0,24262,293445.0,0:01:26,Music,Ichika Nito,20200402
Ichika Nito - Solitude,228595,53.0,24442,228595.0,0:01:56,Music,Ichika Nito,20201024
Ichika Nito - Isolation,316362,67.0,24868,316362.0,0:02:34,Music,Ichika Nito,20200726
Ichika Nito - Branching Paths (Official Music Video),283532,90.0,24662,283532.0,0:02:17,Music,Ichika Nito,20200707
[No Copyright Music] Woods - Acoustic Folk | Background Music,330296,19.0,4203,330296.0,0:02:44,Music,Oak Studios,20190525
[No Copyright Music] Into The Light - Chill Acoustic Guitar | Background Music,189029,11.0,2578,189029.0,0:04:45,Music,Oak Studios,20200507
[No Copyright Music] Eventide - Nostalgic Acoustic Guitar | Background Music,56578,7.0,398,56578.0,0:02:54,Music,Oak Studios,20200611
[Royalty Free Music] #4 - Soft Acoustic | Inspiring Background Music,26318,2.0,196,26318.0,0:02:51,Music,Oak Studios,20200818
[No Copyright Music] Every Little Thing - Relaxing Acoustic Folk | Background Music,39611,0.0,567,39611.0,0:03:15,Music,Oak Studios,20200713
[No Copyright Music] The Play - Acoustic Version | Guitar & Bass Melancholic Background Music,8430,0.0,114,8430.0,0:02:44,Music,Oak Studios,20201025
[No Copyright Music] Freedom - Acoustic Upbeat Music,48680,0.0,571,48680.0,0:02:59,Music,Oak Studios,20200522
[No Copyright Music] Run - Energic Indie Guitar | Background Music,17226,2.0,207,17226.0,0:03:35,Music,Oak Studios,20200911
[No Copyright Music] Someday - Acoustic Folk | Background Music,123554,9.0,1221,123554.0,0:02:49,Music,Oak Studios,20181130
[No Copyright Music] May Song - Slow Acoustic Folk | Background Music,61551,9.0,635,61551.0,0:02:13,Music,Oak Studios,20200504
[No Copyright Music] Chill Acoustic | Free Background Music,142275,11.0,1636,142275.0,0:02:53,Music,Oak Studios,20180312
[No Copyright Music] Waves - Chill Lofi Guitar,13035,2.0,263,13035.0,0:03:56,Music,Oak Studios,20200926
[No Copyright Music] Summer Vibes - Chill Out Guitar,6923,0.0,140,6923.0,0:03:14,Music,Oak Studios,20201031
[No Copyright Music] West Lake - Ambient Guitar #1,3606,0.0,98,3606.0,0:04:02,Music,Oak Studios,20201120
[No Copyright Music] Chilling - Lofi Guitar,1271,0.0,74,1271.0,0:04:13,Music,Oak Studios,20201207
"Maruti Suzuki Vitara Brezza test drive,interior & exterior-full review",1909,0.0,6,1909.0,0:01:25,Autos & Vehicles,StudentsFM,20160419
pete's super sunday,253,29.0,4,253.0,0:06:44,Music,StudentsFM,20160416
Renault Kwid chrome,1421,2.0,9,1421.0,0:00:29,Music,StudentsFM,20151025
Renault Kwid features and real user review(Honest Review),2558,0.0,15,2558.0,0:00:43,Music,StudentsFM,20151021
Renault KWID - India has a new favourite car,5168,2.0,13,5168.0,0:00:30,Music,StudentsFM,20151017
Toyota Innova CRYSTA 2016 vs INNOVA 2015  Specs comparison,3166,7.0,20,3166.0,0:04:49,Comedy,StudentsFM,20160502
Honda BR-V Latest Review,1935,2.0,9,1935.0,0:05:13,Entertainment,StudentsFM,20160518
honda navi review,6068,4.0,30,6068.0,0:02:52,Entertainment,StudentsFM,20160627
Renault Captur Full view and Customization( must watch this),194,0.0,5,194.0,0:02:34,Autos & Vehicles,StudentsFM,20171226
Funny Bus Driving in classroom,16198,24.0,94,16198.0,0:00:35,Comedy,StudentsFM,20160502
9 Luxury Cars that will Dominate the Roads in 2017 | Top Luxury Cars 2017 | new luxury cars 2017,27,0.0,0,27.0,0:05:36,Autos & Vehicles,Check Facts 360,20170410
8 Electric Vehicles That Are Hitting The Road By 2020 | Electric Car Technology,166,2.0,2,166.0,0:04:21,News & Politics,Check Facts 360,20170423
F1: Best images from 2017 Bahrain GP | Bahrain Grand Prix 2017 | Formula 1 Pictures,60,0.0,0,60.0,0:05:16,Sports,Check Facts 360,20170423
Renault conceptualizes F1 cars in 2027 | A glimpse into the future of F1? | Future F1,41,2.0,0,41.0,0:02:56,Sports,Check Facts 360,20170426
Still Fabulous at 50: 12 Stylish Sports Cars that have aged Beautifully | Best Classic Sports Cars,79,0.0,0,79.0,0:03:48,Sports,Check Facts 360,20170426
Shiki-shima: Japan launches new luxury train service |  World's most luxurious train,3111,2.0,10,3111.0,0:03:09,Travel & Events,Check Facts 360,20170513
Most Fuel-Efficient Cars | Best fuel efficient cars | Best American Cars,276,2.0,3,276.0,00:018:35,Autos & Vehicles,Check Facts 360,20170529
20 Insanely Fast Cars You’ll Find in A-Listers’ Garages | List of Sports Cars 2017,11,0.0,0,11.0,00:011:12,Autos & Vehicles,Check Facts 360,20170531
Best Fuel Efficient Trucks 2017: Which Pickup Trucks Have the Best Fuel Economy?,18884,50.0,77,18884.0,00:011:6,Autos & Vehicles,Check Facts 360,20170531
Best SUV 2017: Top 10 SUV Models Burning up the Road Right Now | top 10 luxury suv,92,0.0,0,92.0,00:011:49,Autos & Vehicles,Check Facts 360,20170612
Pickup Trucks Cool Features,219,0.0,3,219.0,00:010:15,Autos & Vehicles,Check Facts 360,20170621
11 Best Electric Cars Available Today: The list of available all electric vehicles,81,0.0,0,81.0,0:09:49,Autos & Vehicles,Check Facts 360,20170704
The Most Luxurious Minivans You Can Buy,9827,23.0,31,9827.0,00:011:43,Autos & Vehicles,Check Facts 360,20170730
The Motorcycle: 10 Perfect Options for Cruising the Open Road | Best Life,75,0.0,0,75.0,00:012:29,Autos & Vehicles,Check Facts 360,20170730
Concept Cars of the Future: 7 Radical Concept Cars Conceived by Industry Outsiders,31,0.0,0,31.0,0:05:18,Autos & Vehicles,Check Facts 360,20170804
The 6 Best Hatchbacks on Sale in 2017,8,2.0,0,8.0,0:04:31,Autos & Vehicles,Check Facts 360,20170810
10 Drool-Worthy New High-Performance Trucks | New Challengers,42,0.0,0,42.0,00:011:52,Autos & Vehicles,Check Facts 360,20170812
"Dream Cars Under $40,000 | Best Car Deals",21,0.0,0,21.0,00:010:19,Autos & Vehicles,Check Facts 360,20170814
The Coolest Cars of the 1970s | Best cars in the world,356,0.0,3,356.0,0:08:12,Autos & Vehicles,Check Facts 360,20170817
Future Cars! 2018 and Beyond | 2018 cars worth waiting for,195,0.0,2,195.0,00:040:51,Autos & Vehicles,Check Facts 360,20170818
Hot Rods Shine at 30th Pacific Northwest Nationals,67,0.0,0,67.0,00:016:15,Entertainment,Check Facts 360,20170820
2017 Ford Focus vs. 2017 Ford Fiesta: Which of Ford’s Small Cars Is Right for You?,2359,10.0,5,2359.0,00:010:39,Autos & Vehicles,Check Facts 360,20170821
Small Cars You Actually Want,12,0.0,0,12.0,00:012:48,Autos & Vehicles,Check Facts 360,20170828
The Best New Cars To Hit the Road In 2018 | Best Life,8,0.0,0,8.0,00:010:10,Autos & Vehicles,Check Facts 360,20170831
More than $325 Million Sold at 2017 Monterey Car Auctions,1583,2.0,11,1583.0,00:020:20,Autos & Vehicles,Check Facts 360,20170831
Truck Extremes: Base vs. Best | Best selling vehicle in America,27,0.0,2,27.0,00:023:5,Autos & Vehicles,Check Facts 360,20170903
Toyota Land Cruiser 2018,142,0.0,3,142.0,0:04:32,Autos & Vehicles,Check Facts 360,20170913
Tesla is set to reveal its first electric big-rig truck in October — here's everything we know,626,2.0,2,626.0,0:05:08,Autos & Vehicles,Check Facts 360,20170919
10 Things to Do When Shopping for a Used Car | Best Way to Buy a Used Car,13,0.0,2,13.0,0:09:09,Autos & Vehicles,Check Facts 360,20170920
2017 Frankfurt Motor Show: Versatile Vans,16,0.0,0,16.0,0:09:47,Autos & Vehicles,Check Facts 360,20170923
What Makes the 2017 Honda Civic Si So Ex-Si-ting?,286,2.0,2,286.0,0:06:30,Autos & Vehicles,Check Facts 360,20170927
All-New 2018 Honda Accord: Worth Waiting For?,329,2.0,2,329.0,0:09:26,Autos & Vehicles,Check Facts 360,20171002
"Humans will be BANNED from driving cars within the next 25 years, expert claims",206,5.0,2,206.0,0:04:13,Science & Technology,Check Facts 360,20171009
14 New Cars That Make Crazy Horsepower Per Liter,81,0.0,0,81.0,0:07:02,Autos & Vehicles,Check Facts 360,20171010
America’s favorite classic Jeeps,225,0.0,3,225.0,00:013:11,Autos & Vehicles,Check Facts 360,20171010
9 Best Bargain Sports Sedans | Family Sedans That Bring the Speed,16,0.0,0,16.0,00:010:2,Autos & Vehicles,Check Facts 360,20171012
7 discontinued cars that aren't dead yet,382,2.0,6,382.0,0:05:38,Autos & Vehicles,Check Facts 360,20171017
"2018 ForbesLife Luxury Car Guide: Game-Changing Sports Cars, SUVS and Sedans",22,0.0,0,22.0,00:012:12,Autos & Vehicles,Check Facts 360,20171018
10 Most Reliable Cars,77,0.0,0,77.0,00:011:4,Autos & Vehicles,Check Facts 360,20171020
Consumer Reports: 10 Least Reliable Cars,122,2.0,2,122.0,00:011:58,Autos & Vehicles,Check Facts 360,20171021
What is the best suv to buy: Top 10 Most Powerful SUVs for 2018,4674,2.0,21,4674.0,0:09:18,Autos & Vehicles,Check Facts 360,20171021
The Most Beautiful Ferraris Ever Made,1405,5.0,7,1405.0,0:03:11,Autos & Vehicles,Check Facts 360,20171021
The Top 10 Most Expensive Pickup Trucks in the World,883,4.0,9,883.0,00:010:27,Autos & Vehicles,Check Facts 360,20171021
2017 Tokyo Motor Show: Honda Concepts,61,0.0,2,61.0,0:05:30,Autos & Vehicles,Check Facts 360,20171027
Best of 2017 Tokyo Motor Show Concepts,50,0.0,0,50.0,0:03:31,Autos & Vehicles,Check Facts 360,20171103
Radical Concept Cars at the 2017 Tokyo Motor Show,80,0.0,0,80.0,00:010:56,Autos & Vehicles,Check Facts 360,20171103
Here Are 12 Perfect Cars for City Driving,34,0.0,0,34.0,0:05:16,Autos & Vehicles,Check Facts 360,20171120
Nine Highlights of the Dubai Motor Show 2017,3874,2.0,22,3874.0,0:06:36,Autos & Vehicles,Check Facts 360,20171120
"Best Cars you can buy for $30,000",41,0.0,0,41.0,0:07:49,Autos & Vehicles,Check Facts 360,20171123
9 Alternatives to the 2018 Honda Odyssey,243,3.0,2,243.0,0:08:53,Autos & Vehicles,Check Facts 360,20171126
2017 Los Angeles Auto Show: Biggest Debuts | New Car Models 2018 | Car Shows 2017,47,0.0,0,47.0,00:011:5,Autos & Vehicles,Check Facts 360,20171203
The 2018 Ford Mustang Is a Muscle Car to Be Thankful For | 2018 Ford Mustang GT Specs,204,0.0,2,204.0,0:09:48,Autos & Vehicles,Check Facts 360,20171203
2017 Airstream Basecamp Review | Travel Trailer Reviews,13103,60.0,46,13103.0,00:013:8,Autos & Vehicles,Check Facts 360,20171207
10 New Cars That Are Instant Collectibles | Future Classic Cars to Buy Now,534,2.0,3,534.0,00:012:7,Autos & Vehicles,Check Facts 360,20171207
Top 12 Safest Midsize SUVs for Your Family,258,0.0,2,258.0,0:09:16,Autos & Vehicles,Check Facts 360,20171208
The hottest new family cars for 2018,35,0.0,0,35.0,00:013:37,Autos & Vehicles,Check Facts 360,20171211
Top 10 Sports Cars 2017 | List of Sports Cars | Top Cars 2017,282,0.0,2,282.0,0:09:28,Autos & Vehicles,Check Facts 360,20171211
14 Family Cars That Are Genuinely Fun to Drive,159,0.0,0,159.0,0:05:41,Autos & Vehicles,Check Facts 360,20171215
The Ten Best Motorcycles 2017 | Top Motorcycles,234,0.0,2,234.0,0:08:51,Autos & Vehicles,Check Facts 360,20171216
11 Unreliable Classic Cars We Can't Help but Love,53,0.0,0,53.0,0:05:17,Autos & Vehicles,Check Facts 360,20171217
Top 10 Best SUV Leases right now in December 2017,1863,3.0,3,1863.0,00:010:29,Autos & Vehicles,Check Facts 360,20171219
"Best Cars, Trucks, and SUVs We Drove in 2017",24,0.0,0,24.0,00:017:9,Autos & Vehicles,Check Facts 360,20171219
11 Cars that Are Better Without a Manual Gearbox | Auto Gear Cars,57,0.0,0,57.0,0:06:14,Autos & Vehicles,Check Facts 360,20171220
Best new midsize cars for 2018,65,0.0,0,65.0,00:017:55,Autos & Vehicles,Check Facts 360,20171223
Jeep Things: What to Know About the All-New 2018 Wrangler,486,0.0,6,486.0,0:09:09,Autos & Vehicles,Check Facts 360,20171223
Top 10 Luxury Sports Cars | The Best Luxury Sports Cars on the Market,153,0.0,2,153.0,00:010:6,Autos & Vehicles,Check Facts 360,20171225
All-New Tesla Roadster: What You Need to Know,209,2.0,2,209.0,0:08:25,Autos & Vehicles,Check Facts 360,20171228
Top 10 Best Passenger Vans,43433,59.0,151,43433.0,00:010:3,Autos & Vehicles,Check Facts 360,20180102
10 Awesome Cars We Don't Get in America,103,0.0,0,103.0,0:05:30,Autos & Vehicles,Check Facts 360,20180108
Future groundbreakers: The cars that will do it first | New Technology for Future,90,0.0,0,90.0,00:015:7,Autos & Vehicles,Check Facts 360,20180116
America’s Most Popular Luxury Vehicles 2017 vs 2016,52,0.0,0,52.0,00:019:46,Autos & Vehicles,Check Facts 360,20180121
All-New 2018 Range Rover SV Coupe: What You Need to Know,919,0.0,11,919.0,0:07:45,Autos & Vehicles,Check Facts 360,20180324
Top 25 Cheapest Cars to Insure,3446,17.0,27,3446.0,00:011:59,Autos & Vehicles,Check Facts 360,20180523
Top 25 Most Expensive Cars to Insure,399,2.0,2,399.0,00:011:43,Autos & Vehicles,Check Facts 360,20180529
How to Wash Your Car like a Professional,165,0.0,3,165.0,00:015:2,Travel & Events,Check Facts 360,20180616
Top 10 Most Important Chrysler Vehicles,81,2.0,2,81.0,00:012:37,Travel & Events,Check Facts 360,20180626
Golden Arrow: Nissan GT-R50 by Italdesign |  Nissan’s 50th-Anniversary GT-R,5835,6.0,53,5835.0,0:06:09,Travel & Events,Check Facts 360,20180630
10 Cars That Only Had Three Wheels,648,0.0,10,648.0,0:06:59,Travel & Events,Check Facts 360,20180708
Top 25 Best Selling SUVs in America — First Half 2018 | List 25,2737,6.0,18,2737.0,00:034:26,Autos & Vehicles,Check Facts 360,20180721
18 Future Classics You'll See at Monterey Car Week in 2043,179,0.0,4,179.0,00:013:14,Autos & Vehicles,Check Facts 360,20180921
23 things car dealerships don't want you to know | Top List 2019,479,0.0,5,479.0,00:013:32,Autos & Vehicles,Check Facts 360,20190404
You Might Be A Veteran If... Part 2,2201170,807.0,62699,2201170.0,0:03:40,Entertainment,Black Rifle Coffee Company,20200501
If Veterans Were In Horror Movies 2,5576832,2482.0,177509,5576832.0,0:07:58,Entertainment,MBest11x,20191025
How to Everyday Carry,5737808,3630.0,125037,5737808.0,0:03:07,Entertainment,Black Rifle Coffee Company,20190519
Horror Film Survival Tactics with Black Rifle Coffee,1758347,483.0,41084,1758347.0,0:01:30,People & Blogs,Black Rifle Coffee Company,20171031
Sh*t Military Members Don't Say,1943603,1102.0,68425,1943603.0,0:02:41,Entertainment,Black Rifle Coffee Company,20191111
Banned Black Rifle Coffee Commercial,1358329,549.0,32964,1358329.0,0:00:45,People & Blogs,Black Rifle Coffee Company,20170928
Sh*t F!rearm Owners Don't Say,2104155,1241.0,77860,2104155.0,0:01:42,Entertainment,Black Rifle Coffee Company,20200117
Christmas Eve One-Upper,1601859,808.0,48196,1601859.0,0:01:53,Entertainment,Black Rifle Coffee Company,20191224
When Military Veterans Run Out of Coffee,813450,157.0,19181,813450.0,0:05:31,Entertainment,Black Rifle Coffee Company,20191129
Office Operator,899541,218.0,24046,899541.0,0:00:54,People & Blogs,Black Rifle Coffee Company,20170330
Better Ways to Wake Up,1625661,934.0,42360,1625661.0,0:01:08,Entertainment,Black Rifle Coffee Company,20200322
GYM MOTIVATION - The Perfect Workout Partner,742623,238.0,8079,742623.0,0:00:48,Howto & Style,Black Rifle Coffee Company,20180813
There Are Better Ways To Wake Up,533657,76.0,10360,533657.0,0:00:41,Entertainment,Black Rifle Coffee Company,20190602
We Own The Night,423262,84.0,20239,423262.0,0:00:59,Entertainment,Black Rifle Coffee Company,20190607
Happy Birthday America!,311413,80.0,13909,311413.0,0:01:01,Entertainment,Black Rifle Coffee Company,20190703
Explosive Ordnance Disposal,247263,13.0,3000,247263.0,0:00:49,Howto & Style,Black Rifle Coffee Company,20180611
Inside the Crib - Behind the Scenes of Instructor Earl,220932,61.0,6163,220932.0,00:011:11,Entertainment,Black Rifle Coffee Company,20190121
When You Ask a Gun Owner for Protection,2615082,897.0,43082,2615082.0,0:00:56,Entertainment,Black Rifle Coffee Company,20200605
Star Spangled STEEL,1265710,353.0,67398,1265710.0,0:02:38,Entertainment,Black Rifle Coffee Company,20200703
When You Feel Like a Morning Goddess,519043,294.0,20649,519043.0,0:00:40,Entertainment,Black Rifle Coffee Company,20201009
There are Better Ways to Wake Up (Chainsaw edition),526395,181.0,17373,526395.0,0:01:01,Entertainment,Black Rifle Coffee Company,20201026
The Year's Biggest Breakthroughs in Physics,117722,5502.0,91,4.934907,00:09:2,Science & Technology,Quanta Magazine,20201223
